"CodEnvio","Fecha","CodCliente","CodEmpleado","CodVehiculo","DireccionOrigen","CPostalOrigen","DireccionDestino","CPostalDestino","Distancia","Importe"
4813,"25/9/15 0:00:00","0028",5,"Z-2675-BF","CL / PEDRO DE LUNA, 18                                                      ","50010","CL / AV. CATALUÑA 85                                                        ","50014",1,5.0300
4814,"25/9/15 0:00:00","0037",5,"Z-2675-BF","CL / CAPITAN PUERTOLAS,  1-5                                ","50002","CL / MAYOR,  51                                                             ","50001",2,5.1700
4815,"26/9/15 0:00:00","0088",7,"3851-CBT","CL / JOSE GERVASIO ARTIGAS 3                                                ","50017","CL / CACERES 3                                                              ","50008",10,259.8300
4816,"26/9/15 0:00:00","0027",7,"3851-CBT","CL / NTRA SEÑORA DE VALVANERA  2                            ","50002","CL / LA RIPA 2                                                              ","50006",3,143.7800
4817,"26/9/15 0:00:00","0055",8,"8745-CBF","CL / PLAZA LA SEO 6                                                         ","50001","CL / ARZOBISPO DOMENECH 23                                                  ","50006",7,139.5100
4818,"26/9/15 0:00:00","0002",8,"8745-CBF","CL / MIGUEL SERVET 177                                      ","50002","CL / VIA UNIVERSITAS, 44                                                    ","50009",5,262.9100
4819,"26/9/15 0:00:00","0082",9,"Z-2345-BJ","CL / JUAN IBARBONRU 4-6                                                     ","50013","CL / POL. IND. PORTAZGO B-3 7                               ","50011",2,39.4100
4820,"26/9/15 0:00:00","0063",1,"Z-2675-BF","AV / SAN JOSE 70                                                            ","50008","CL / VIA HISPANIDAD 61 7 4º A                               ","50012",9,5.3300
4821,"26/9/15 0:00:00","0046",1,"Z-2675-BF","CL / UNCETA 62                                                              ","50010","CL / MONASTERIO DE ALAHON  1-3                              ","50002",4,5.1800
4822,"26/9/15 0:00:00","0051",1,"Z-2675-BF","CL / LORENTE 17                                                             ","50005","CL / DCTOR CERRADA 1                                                        ","50005",6,5.3800
4823,"26/9/15 0:00:00","0035",1,"Z-2675-BF","CL / MIGUEL DE UNAMUNO 15 LOCA                                              ","50015","CL / ARGUALAS  40                                                           ","50013",6,5.4000
4824,"27/9/15 0:00:00","0087",5,"3851-CBT","CL / FRANCISCO VITORIA 5-7                                                  ","50008","CL / SALINA 2                                               ","50003",4,53.5200
4825,"27/9/15 0:00:00","0004",5,"3851-CBT","CL / COSO  34 OF-8                                                          ","50001","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002",7,249.4300
4826,"27/9/15 0:00:00","0067",6,"8745-CBF","CL / MIGUEL SERVET 177                                      ","50002","CL / CASTELLAR 33                                                           ","50007",10,268.8200
4827,"27/9/15 0:00:00","0023",7,"Z-2345-BJ","AV / DE MONTAÑANA 930                                       ","50080","CL / CAMINO DEL VADO  84                                                    ","50014",5,64.4900
4828,"27/9/15 0:00:00","0079",7,"Z-2345-BJ","CL / JOSE MANUEL BLECUA 26                                  ","50011","CL / PABLO IGLESIAS  1                                                      ","50015",2,29.3400
4829,"27/9/15 0:00:00","0015",8,"Z-2675-BF","CL / MAESTRO MINGOTE 20-22                                                  ","50002","CL / FRAY LUIS URBANO,  CASA 23 11                          ","50002",7,5.3700
4830,"27/9/15 0:00:00","0067",8,"Z-2675-BF","CL / FLORIAN REY 10                                                         ","50002","CL / MIGUEL SERVET 177                                      ","50002",9,5.4900
4831,"27/9/15 0:00:00","0010",8,"Z-2675-BF","CL / FRAY JUAN REGLA  37                                                    ","50010","CL / MONASTERIO DE SIRESA 13  6º C                          ","50002",3,5.1200
4832,"27/9/15 0:00:00","0065",8,"Z-2675-BF","CL / ARGENSOLA, 16                                                          ","50001","CL / VIA IBERICA 149                                        ","50012",7,5.4700
4833,"27/9/15 0:00:00","0058",9,"Z-2676-BF","PA / ROSALES 28 DUP.                                                        ","50008","CL / CAMINO DEL VADO  84                                                    ","50014",8,5.3000
4834,"27/9/15 0:00:00","0015",9,"Z-2676-BF","CL / MARIA MOLINER  25                                                      ","50007","CL / FRAY LUIS URBANO,  CASA 23 11                          ","50002",9,5.9500
4835,"27/9/15 0:00:00","0089",9,"Z-2676-BF","CL / AVENIDA GOMEZ LAGUNA 6                                                 ","50009","CL / TARAZONA 9                                                             ","50010",8,5.2900
4836,"27/9/15 0:00:00","0040",9,"Z-2676-BF","CL / SAN VICENTE MARTIR 24                                                  ","50080","CL / AIUM 4                                                                 ","50012",10,5.2900
4837,"27/9/15 0:00:00","0057",1,"Z-4678-BF","CL / JARDINES DE LA ESTRELLA POLAR 10  1º C                 ","50012","PA / LUCAS MALLADA 22                                                       ","50007",8,119.4900
4838,"27/9/15 0:00:00","0069",2,"Z-8113-BK","CL / ARGUALAS  12                                           ","50012","CL / COSO  7                                                                ","50002",7,29.1400
4839,"27/9/15 0:00:00","0064",2,"Z-8113-BK","CL / CASTELAR 79                                                            ","50013","CL / SANTA OROSIA,  2-4                                                     ","50010",5,79.3900
4840,"27/9/15 0:00:00","0024",3,"Z-8114-BK","CL / NAVAS DE TOLOSA 30                                                     ","50010","CL / COMUNEROS DE CASTILLA 1                                ","50002",7,92.3000
4841,"28/9/15 0:00:00","0038",4,"3851-CBT","PA / JOSE ECHEGARAY,  2                                                     ","50010","CL / LEOPOLDO ROMERO  8                                     ","50002",5,168.6500
4842,"28/9/15 0:00:00","0079",5,"8745-CBF","CL / RIOJA 22                                                               ","50010","CL / JOSE MANUEL BLECUA 26                                  ","50011",1,42.5300
4843,"28/9/15 0:00:00","0067",6,"Z-2345-BJ","CL / MIGUEL SERVET 177                                      ","50002","CL / RIO  12                                                                ","50002",3,23.4000
4844,"28/9/15 0:00:00","0004",6,"Z-2345-BJ","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002","CL / LOPEZ ALLUE 6                                                          ","50005",7,49.3200
4845,"28/9/15 0:00:00","0080",6,"Z-2345-BJ","PI / EL PORTAZGO BLOQUE B NAVE 12 0                         ","50011","CL / ADOLFO AZNAR 31                                                        ","50015",4,49.7000
4846,"28/9/15 0:00:00","0078",7,"Z-2675-BF","CL / PASEO DE CALANDA 43                                                    ","50010","CL / CAPITAN ESPONERA  1                                                    ","50004",6,5.3100
4847,"28/9/15 0:00:00","0001",7,"Z-2675-BF","CL / BELGICA 5-7                                            ","50070","CL / JORNADA 3                                                              ","50010",3,5.2500
4848,"28/9/15 0:00:00","0086",7,"Z-2675-BF","PI / EL PORTAZGO BLOQUE B NAVE 12 0                                         ","50011","CL / PLAZA DEL PILAR 7                                      ","50003",4,5.1700
4849,"28/9/15 0:00:00","0091",7,"Z-2675-BF","CL / ESPOZ Y MINA 4                                         ","50003","CL / DOMINGO RAM 47 LOC.  IZDA                                              ","50010",10,5.1700
4850,"28/9/15 0:00:00","0042",7,"Z-2675-BF","CL / MARIA GUERRERO 17                                                      ","50009","CL / EUGENIA HUESO 17                                       ","50002",4,5.3300
4851,"28/9/15 0:00:00","0042",8,"Z-2676-BF","CL / SANTA ROSA 7                                                           ","50013","CL / EUGENIA HUESO 17                                       ","50002",5,5.5200
4852,"28/9/15 0:00:00","0065",8,"Z-2676-BF","CL / LUIS DEL VALLE  14-16                                                  ","50005","CL / MADRE SACRAMENTO 5                                                     ","50004",5,5.3600
4853,"28/9/15 0:00:00","0042",8,"Z-2676-BF","CL / CANFRANC 6                                                             ","50004","CL / SAN VICENTE MARTIR 24                                                  ","50080",7,5.6100
4854,"28/9/15 0:00:00","0052",9,"Z-4678-BF","CL / CESAR AGUSTO 72                                                        ","50003","CL / AMISTAD 017                                            ","50002",6,43.9900
4855,"28/9/15 0:00:00","0081",9,"Z-4678-BF","CL / BELCHITE,  37                                                          ","50013","CL / OBISPO TAJON 7                                                         ","50005",2,23.5000
4856,"28/9/15 0:00:00","0034",1,"Z-8113-BK","CL / BATALLA DE LEPANTO, 7                                                  ","50002","CL / CARMEN 16                                              ","50002",1,19.8100
4857,"28/9/15 0:00:00","0061",2,"Z-8114-BK","CL / MAESTRE RACIONAL 20                                    ","50012","CL / TERMINILLO,  78                                                        ","50010",2,16.5900
4858,"28/9/15 0:00:00","0031",2,"Z-8114-BK","AV / LA JOTA 52                                                             ","50014","CL / PASEO DE CALANDA 43                                                    ","50010",5,33.8600
4859,"29/9/15 0:00:00","0010",8,"3851-CBT","CL / PREDICADORES 83                                                        ","50003","CL / SIERRA VICOR  21                                                       ","50003",3,100.1200
4860,"29/9/15 0:00:00","0033",9,"8745-CBF","CL / VICENTE BERDUSAN  18  4 A                                              ","50010","CL / MENDEZ NUÑEZ,  15                                      ","50002",5,139.3900
4861,"29/9/15 0:00:00","0008",1,"Z-2345-BJ","CL / PADRE MARCELLAN 15                                                     ","50015","CL / PIGNATELLI 48                                                          ","50004",4,53.9900
